gtbboxid,classid,imageid,lx,rx,ty,by,difficult,split
6392,6393,2483,0.0000,0.9781,0.6156,0.9984,0,train
6393,6394,2484,0.4133,0.9602,0.3414,0.6758,0,train
6394,6395,2485,0.0238,0.1168,0.1762,0.8535,0,train
6395,6396,2485,0.0574,0.1473,0.0004,0.2137,0,train
6396,6397,2485,0.0941,0.2512,0.1934,0.7754,0,train
6397,6398,2485,0.2359,0.3375,0.3852,0.7523,0,train
6398,6399,2485,0.3137,0.4426,0.4656,0.6312,0,train
6399,6400,2485,0.3312,0.3703,0.5027,0.7488,0,train
6400,6401,2485,0.3906,0.5234,0.5387,0.7551,0,train
6401,6402,2485,0.4523,0.5727,0.5586,0.7445,0,train
6402,6403,2485,0.5660,0.6434,0.4938,0.7812,0,train
6403,6404,2485,0.6168,0.6941,0.3336,0.7570,0,train
6404,6405,2485,0.6707,0.7918,0.3004,0.8184,0,train
6405,6406,2485,0.7719,0.9922,0.0340,0.4676,0,train
6406,6407,2486,0.0000,0.6828,0.0000,0.9984,0,train
6407,6408,2487,0.0000,0.8969,0.0000,0.9984,0,train
6408,6409,2487,0.7633,0.9789,0.3891,0.5828,0,train
6409,6410,2487,0.7898,0.9992,0.4930,0.9055,0,train
6410,6411,2487,0.8902,0.9988,0.1277,0.5316,0,train
6411,6412,2487,0.9078,1.0000,0.0000,0.3438,0,train
6412,6413,2488,0.0000,0.9984,0.0000,0.8609,0,train
6413,6414,2489,0.2762,0.7832,0.0969,0.7922,0,train
6414,6415,2489,0.2762,0.7832,0.0969,0.7922,0,train
6415,6416,2490,0.0031,0.7203,0.0250,0.8250,0,train
6416,6417,2491,0.1301,0.8793,0.1238,0.9309,0,train
6417,6418,2492,0.1719,0.3094,0.5172,0.8844,0,train
6418,6419,2492,0.0000,0.9984,0.2734,0.9984,0,train
6419,6420,2493,0.0000,0.9984,0.0000,0.9984,0,train
6420,6421,2494,0.0000,0.9219,0.0219,0.8703,0,train
6421,6422,2495,0.4375,0.6047,0.4715,0.5941,0,train
6422,6423,2495,0.0000,0.7500,0.3359,0.7328,0,train
6423,6424,2495,0.9121,0.9973,0.6082,0.6918,0,train
6424,6425,2496,0.0004,0.0590,0.2805,0.3805,0,train
6425,6426,2496,0.0625,0.0828,0.3266,0.3766,0,train
6426,6427,2496,0.0785,0.1262,0.3051,0.3746,0,train
6427,6428,2496,0.2500,0.3781,0.2914,0.3945,0,train
6428,6429,2496,0.3516,0.4000,0.3082,0.3965,0,train
6429,6430,2496,0.3711,0.4977,0.2957,0.4074,0,train
6430,6431,2496,0.4930,0.6070,0.3098,0.3824,0,train
6431,6432,2496,0.6609,0.7766,0.3074,0.4020,0,train
6432,6433,2496,0.7594,0.8125,0.3246,0.3973,0,train
6433,6434,2496,0.7980,0.9191,0.3148,0.4133,0,train
6434,6435,2497,0.0172,0.9828,0.0668,0.9426,0,train
6435,6436,2498,0.0000,0.2875,0.3367,0.8789,0,train
6436,6437,2498,0.2941,0.5762,0.3719,0.6766,0,train
6437,6438,2499,0.1035,0.9949,0.0000,0.8016,0,train
6438,6439,2499,0.0004,0.3371,0.5102,0.6633,0,train
6439,6440,2500,0.2445,0.4914,0.4926,0.6699,0,train
6440,6441,2500,0.2445,0.4914,0.4926,0.6699,0,train
6441,6442,2500,0.0035,0.2184,0.5012,0.6598,0,train
6442,6443,2500,0.2102,0.3852,0.4582,0.5637,0,train
6443,6444,2500,0.4281,0.5188,0.4672,0.5609,0,train
6444,6445,2500,0.5180,0.7195,0.5082,0.6371,0,train
6445,6446,2500,0.5219,0.6219,0.4938,0.5469,0,train
6446,6447,2500,0.6629,0.7262,0.5062,0.5609,0,train
6447,6448,2500,0.7215,0.8035,0.4828,0.5531,0,train
6448,6449,2500,0.7281,0.9219,0.5012,0.6395,0,train
6449,6450,2501,0.0000,0.7656,0.0789,0.8242,0,train
6450,6451,2502,0.1613,0.9809,0.1262,0.9270,0,train
6451,6452,2503,0.0004,0.8715,0.0000,0.9984,0,train
6452,6453,2503,0.8484,0.9563,0.5098,0.6699,0,train
6453,6454,2504,0.0406,0.0969,0.3070,0.5586,0,train
6454,6455,2504,0.0836,0.2930,0.3277,0.5488,0,train
6455,6456,2504,0.2758,0.5180,0.3430,0.4977,0,train
6456,6457,2505,0.0918,0.9988,0.0930,0.8914,0,train
6457,6458,2506,0.0000,0.9984,0.0078,0.9812,0,train
6458,6459,2507,0.0000,0.8141,0.0000,0.7844,0,train
6459,6460,2508,0.2148,0.7680,0.2063,0.8391,0,train
6460,6461,2508,0.0000,0.1938,0.5063,0.8281,0,train
6461,6462,2508,0.8148,0.9992,0.5176,0.7824,0,train
6462,6463,2509,0.0004,0.9965,0.0000,0.9984,0,train
6463,6464,2510,0.1688,0.7844,0.3508,0.7336,0,train
6464,6465,2511,0.0000,0.9766,0.1371,0.8020,0,train
6465,6466,2512,0.0004,0.2512,0.0000,0.9984,0,train
6466,6467,2512,0.1824,0.8613,0.0000,0.9984,0,train
6467,6468,2512,0.8262,0.9988,0.6402,0.9988,0,train
6468,6469,2513,0.1070,0.6133,0.1266,0.9141,0,train
6469,6470,2513,0.6195,0.8820,0.5844,0.7969,0,train
6470,6471,2514,0.2906,0.6953,0.5266,0.8250,0,train
6471,6472,2514,0.0000,0.1047,0.3324,0.4332,0,train
6472,6473,2514,0.0000,0.1125,0.5047,0.6969,0,train
6473,6474,2514,0.1047,0.1891,0.3453,0.4406,0,train
6474,6475,2514,0.1055,0.2289,0.4949,0.7098,0,train
6475,6476,2514,0.2020,0.3309,0.4793,0.6988,0,train
6476,6477,2514,0.3195,0.3820,0.3875,0.4313,0,train
6477,6478,2514,0.3523,0.5055,0.4586,0.5273,0,train
6478,6479,2514,0.3789,0.4523,0.3969,0.4453,0,train
6479,6480,2514,0.4117,0.4836,0.4227,0.4680,0,train
6480,6481,2514,0.4437,0.5156,0.3859,0.4141,0,train
6481,6482,2514,0.4531,0.5500,0.4020,0.4559,0,train
6482,6483,2514,0.4977,0.6086,0.4238,0.5027,0,train
6483,6484,2514,0.5254,0.6027,0.3945,0.4133,0,train
6484,6485,2514,0.5535,0.7684,0.5141,0.6250,0,train
6485,6486,2514,0.5824,0.6645,0.3758,0.4227,0,train
6486,6487,2514,0.6117,0.8523,0.4441,0.5027,0,train
6487,6488,2514,0.6500,0.7234,0.3348,0.4355,0,train
6488,6489,2514,0.6508,0.9992,0.6605,0.8113,0,train
6489,6490,2514,0.7098,0.9996,0.5047,0.6937,0,train
6490,6491,2514,0.7836,0.8695,0.3199,0.4254,0,train
6491,6492,2514,0.8609,1.0000,0.4391,0.5344,0,train
6492,6493,2514,0.8629,0.9996,0.3641,0.4125,0,train
6493,6494,2514,0.8836,0.9992,0.3219,0.3859,0,train
6494,6495,2515,0.6168,0.9988,0.2605,0.8895,0,train
6495,6496,2516,0.3453,0.8359,0.3219,0.7859,0,train
6496,6497,2517,0.0270,0.9559,0.0832,0.9184,0,train
6497,6498,2518,0.1945,0.8742,0.1562,0.6453,0,train
6498,6499,2518,0.1945,0.8742,0.1562,0.6453,0,train
6499,6500,2518,0.7609,0.8469,0.2770,0.5480,0,train
6500,6501,2519,0.0000,0.3891,0.0000,0.9984,0,train
6501,6502,2519,0.5672,0.6078,0.4402,0.6238,0,train
6502,6503,2519,0.6309,0.7426,0.3578,0.6484,0,train
6503,6504,2519,0.7227,0.8633,0.1852,0.6570,0,train
6504,6505,2519,0.8156,0.9953,0.0000,0.7172,0,train
6505,6506,2520,0.0000,0.1672,0.2984,0.7000,0,train
6506,6507,2520,0.1539,0.9992,0.0152,0.7957,0,train
6507,6508,2521,0.0000,0.9984,0.0000,0.9953,0,train
6508,6509,2521,0.3609,0.3828,0.6469,0.9203,0,train
6509,6510,2521,0.3656,0.4062,0.5395,0.5949,0,train
6510,6511,2521,0.3656,0.4062,0.5984,0.9187,0,train
6511,6512,2521,0.3977,0.4242,0.5750,0.9297,0,train
6512,6513,2521,0.4621,0.4770,0.5695,0.6117,0,train
6513,6514,2521,0.4625,0.4813,0.6137,0.8566,0,train
6514,6515,2521,0.4781,0.5062,0.6180,0.8273,0,train
6515,6516,2521,0.4887,0.6098,0.4664,0.9258,0,train
6516,6517,2522,0.0000,0.4672,0.0500,0.6359,0,train
6517,6518,2522,0.8734,0.9953,0.2562,0.4484,0,train
6518,6519,2523,0.0375,0.9609,0.0094,0.9281,0,train
6519,6520,2524,0.0000,0.9984,0.0000,0.9563,0,train
6520,6521,2525,0.0000,0.0766,0.3656,0.5922,0,train
6521,6522,2525,0.0508,0.9742,0.2164,0.6570,0,train
6522,6523,2526,0.0699,0.4004,0.4645,0.7246,0,train
6523,6524,2526,0.0000,0.0641,0.5422,0.7203,0,train
6524,6525,2526,0.4207,0.6340,0.5004,0.6996,0,train
6525,6526,2526,0.6602,0.8570,0.5230,0.7129,0,train
6526,6527,2527,0.0422,0.5328,0.0086,0.3711,0,train
6527,6528,2527,0.0422,0.5328,0.0086,0.3711,0,train
6528,6529,2527,0.1852,0.5836,0.5020,0.9980,0,train
6529,6530,2528,0.2074,0.6332,0.7992,0.9336,0,train
6530,6531,2528,0.0000,0.1781,0.7629,0.9840,0,train
6531,6532,2528,0.1664,0.3992,0.7633,0.8633,0,train
6532,6533,2528,0.3941,0.4684,0.5176,0.5699,0,train
6533,6534,2528,0.4508,0.7633,0.8379,0.9996,0,train
6534,6535,2528,0.7469,1.0000,0.0004,0.9965,0,train
6535,6536,2529,0.0000,0.2000,0.0000,0.8187,0,train
6536,6537,2529,0.0000,0.9984,0.0000,0.9344,0,train
6537,6538,2530,0.0000,0.9984,0.0000,0.9984,0,train
6538,6539,2531,0.0000,0.2766,0.0000,0.8703,0,train
6539,6540,2531,0.2820,0.7055,0.0074,0.8020,0,train
6540,6541,2531,0.6695,0.8273,0.6152,0.7691,0,train
6541,6542,2531,0.8391,0.9969,0.0000,0.5719,0,train
6542,6543,2532,0.0000,0.9984,0.0000,0.9984,0,train
6543,6544,2533,0.0094,0.9844,0.0402,0.8535,0,train
6544,6545,2534,0.4410,0.5105,0.5563,0.7062,0,train
6545,6546,2534,0.4879,0.5965,0.5430,0.8148,0,train
6546,6547,2534,0.5910,0.6449,0.5191,0.8090,0,train
6547,6548,2534,0.6355,0.9082,0.4750,0.9187,0,train
6548,6549,2534,0.7336,0.9992,0.5348,0.9480,0,train
6549,6550,2534,0.8219,1.0000,0.3910,0.5074,0,train
6550,6551,2535,0.0316,0.9996,0.0363,0.7934,0,train
6551,6552,2536,0.6785,0.9996,0.3914,0.9023,0,train
6552,6553,2536,0.0000,0.7328,0.2859,0.9891,0,train
6553,6554,2536,0.5312,0.9781,0.1895,0.5902,0,train
6554,6555,2537,0.2754,0.7527,0.0531,0.7203,0,train
6555,6556,2537,0.2754,0.7527,0.0531,0.7203,0,train
6556,6557,2537,0.0004,0.2934,0.1141,0.7734,0,train
6557,6558,2537,0.7348,0.8684,0.3660,0.7230,0,train
6558,6559,2537,0.8656,0.9344,0.5172,0.6969,0,train
6559,6560,2538,0.4559,0.8895,0.3504,0.7559,0,train
6560,6561,2538,0.4559,0.8895,0.3504,0.7559,0,train
6561,6562,2538,0.0000,0.4437,0.4309,0.7676,0,train
6562,6563,2539,0.0000,0.1500,0.0004,0.9840,0,train
6563,6564,2539,0.0000,0.4813,0.0000,0.9984,0,train
6564,6565,2539,0.5543,0.7020,0.4094,0.8562,0,train
6565,6566,2539,0.6352,0.9992,0.0121,0.9785,0,train
6566,6567,2540,0.0187,0.5125,0.0527,0.9629,0,train
6567,6568,2540,0.3746,0.6707,0.0926,0.9418,0,train
6568,6569,2541,0.0020,0.2668,0.1207,0.8809,0,train
6569,6570,2541,0.1102,0.9148,0.1641,0.9359,0,train
6570,6571,2541,0.8191,0.9996,0.1297,0.9344,0,train
6571,6572,2542,0.5004,0.7121,0.4828,0.8203,0,train
6572,6573,2543,0.0000,0.0891,0.3090,0.5223,0,train
6573,6574,2543,0.0500,0.9672,0.0000,0.8500,0,train
6574,6575,2543,0.8172,0.9359,0.3687,0.5187,0,train
6575,6576,2544,0.1059,0.9660,0.1027,0.8941,0,train
6576,6577,2544,0.0000,0.1437,0.3785,0.8230,0,train
6577,6578,2545,0.0000,0.9984,0.0000,0.9984,0,train
6578,6579,2546,0.0395,0.9996,0.0098,0.9996,0,train
6579,6580,2547,0.0457,0.9996,0.0004,0.9668,0,train
6580,6581,2548,0.1113,0.1574,0.5984,0.6484,0,train
6581,6582,2548,0.1883,0.2523,0.6031,0.6453,0,train
6582,6583,2548,0.2668,0.3051,0.5973,0.6496,0,train
6583,6584,2548,0.3500,0.3969,0.6031,0.6516,0,train
6584,6585,2548,0.3961,0.4352,0.6074,0.6457,0,train
6585,6586,2548,0.4359,0.5422,0.5066,0.6480,0,train
6586,6587,2548,0.5809,0.6910,0.5574,0.6363,0,train
6587,6588,2548,0.6164,0.7727,0.5141,0.6891,0,train
6588,6589,2548,0.7859,0.8922,0.5488,0.6480,0,train
6589,6590,2548,0.8848,0.9637,0.5504,0.6480,0,train
6590,6591,2548,0.9289,0.9992,0.5359,0.6750,0,train
6591,6592,2549,0.0000,0.9984,0.0000,0.9984,0,train
6592,6593,2550,0.6008,0.9570,0.1148,0.7164,0,train
6593,6594,2550,0.0074,0.4676,0.0004,0.7480,0,train
6594,6595,2551,0.0320,0.3445,0.4574,0.8191,0,train
6595,6596,2551,0.3602,0.9992,0.4230,0.8754,0,train
6596,6597,2552,0.2770,0.5543,0.5187,0.6969,0,train
6597,6598,2552,0.0000,0.2422,0.4836,0.7180,0,train
6598,6599,2553,0.0559,0.9191,0.1145,0.6809,0,train
6599,6600,2554,0.1750,0.6344,0.3316,0.8246,0,train
6600,6601,2555,0.0109,1.0000,0.0000,0.9219,0,train
6601,6602,2555,0.0109,1.0000,0.0000,0.9219,0,train
6602,6603,2556,0.0008,0.4820,0.3453,0.8078,0,train
6603,6604,2556,0.4656,0.7969,0.2125,0.8781,0,train
6604,6605,2556,0.7953,0.8703,0.6465,0.8051,0,train
6605,6606,2556,0.8371,0.9473,0.6352,0.6727,0,train
6606,6607,2556,0.8473,0.8949,0.6984,0.7594,0,train
6607,6608,2556,0.9324,0.9832,0.6539,0.7617,0,train
6608,6609,2556,0.9422,0.9984,0.1785,0.7543,0,train
6609,6610,2556,0.9445,0.9789,0.6156,0.6531,0,train
6610,6611,2557,0.0039,0.3508,0.5090,0.7332,0,train
6611,6612,2557,0.2180,0.5352,0.4598,0.7215,0,train
6612,6613,2557,0.5203,0.9984,0.4074,0.8645,0,train
6613,6614,2557,0.8887,0.9988,0.4613,0.5965,0,train
6614,6615,2558,0.0074,0.2145,0.6070,0.7914,0,train
6615,6616,2558,0.2164,0.9992,0.3445,0.8117,0,train
6616,6617,2559,0.0016,0.3906,0.3863,0.8777,0,train
6617,6618,2559,0.3094,1.0000,0.1289,0.8227,0,train
6618,6619,2560,0.0543,0.8551,0.0000,0.9156,0,train
6619,6620,2560,0.7801,0.9996,0.3098,0.6465,0,train
6620,6621,2561,0.0656,0.2844,0.3273,0.5445,0,train
6621,6622,2561,0.3922,0.4891,0.4656,0.6000,0,train
6622,6623,2561,0.4625,0.5656,0.4398,0.5633,0,train
6623,6624,2561,0.5492,0.6539,0.4352,0.6070,0,train
6624,6625,2561,0.6367,0.8133,0.3996,0.5691,0,train
6625,6626,2562,0.1582,0.6980,0.4207,0.6371,0,train
6626,6627,2563,0.0000,0.2062,0.0000,0.8797,0,train
6627,6628,2563,0.1988,0.9637,0.0000,0.9422,0,train
6628,6629,2563,0.6344,1.0000,0.0000,0.8328,0,train
6629,6630,2564,0.0355,0.1066,0.3746,0.6379,0,train
6630,6631,2564,0.1652,0.8910,0.4055,0.5945,0,train
6631,6632,2565,0.0000,0.9906,0.0906,0.7859,0,train
6632,6633,2565,0.0023,0.0477,0.4043,0.5910,0,train
6633,6634,2565,0.7098,0.9996,0.1527,0.4160,0,train
6634,6635,2566,0.0000,0.8156,0.0258,0.9461,0,train
6635,6636,2567,0.1223,0.8793,0.2102,0.7445,0,train
6636,6637,2567,0.1223,0.8793,0.2102,0.7445,0,train
6637,6638,2568,0.0016,0.0359,0.4906,0.5391,0,train
6638,6639,2568,0.0328,0.0906,0.4953,0.5406,0,train
6639,6640,2568,0.0910,0.1449,0.5137,0.5504,0,train
6640,6641,2568,0.1590,0.2379,0.5133,0.5664,0,train
6641,6642,2568,0.2371,0.4363,0.4031,0.5844,0,train
6642,6643,2568,0.4258,0.6227,0.4449,0.5848,0,train
6643,6644,2568,0.5609,0.7297,0.5602,0.6602,0,train
6644,6645,2568,0.6148,0.6789,0.5113,0.5699,0,train
6645,6646,2568,0.6973,0.7684,0.5113,0.5465,0,train
6646,6647,2568,0.9187,0.9422,0.6004,0.6371,0,train
6647,6648,2569,0.1633,0.7336,0.4555,0.6258,0,train
6648,6649,2570,0.6941,0.9902,0.2184,0.8395,0,train
6649,6650,2571,0.0035,0.1090,0.4418,0.6723,0,train
6650,6651,2571,0.2043,0.2316,0.4891,0.5687,0,train
6651,6652,2571,0.2254,0.9996,0.0004,0.6934,0,train
6652,6653,2572,0.1352,0.3195,0.4398,0.6430,0,train
6653,6654,2572,0.3176,0.3402,0.5633,0.6430,0,train
6654,6655,2572,0.3406,0.4625,0.4797,0.6500,0,train
6655,6656,2572,0.4527,0.8004,0.3305,0.6508,0,train
6656,6657,2572,0.8055,0.9977,0.2203,0.6203,0,train
6657,6658,2573,0.0000,0.2156,0.3477,0.9508,0,train
6658,6659,2573,0.4930,0.9992,0.4957,0.9996,0,train
6659,6660,2574,0.5613,0.7652,0.7402,0.9691,0,train
6660,6661,2574,0.5613,0.7652,0.7402,0.9691,0,train
6661,6662,2574,0.0000,0.9984,0.3828,0.9984,0,train
6662,6663,2575,0.0000,0.2062,0.0000,0.7063,0,train
6663,6664,2575,0.2445,0.5070,0.2199,0.6504,0,train
6664,6665,2575,0.6078,0.6813,0.4703,0.6344,0,train
6665,6666,2575,0.6816,0.7684,0.4039,0.6352,0,train
6666,6667,2575,0.7938,0.9469,0.4402,0.6816,0,train
6667,6668,2576,0.0129,0.9980,0.0375,0.9125,0,train
6668,6669,2577,0.0078,1.0000,0.2180,0.7805,0,train
6669,6670,2577,0.7633,0.9992,0.2977,0.7195,0,train
6670,6671,2578,0.2516,0.3281,0.5340,0.6707,0,train
6671,6672,2578,0.3203,0.7656,0.3160,0.7824,0,train
6672,6673,2579,0.0180,0.9898,0.1766,0.7906,0,train
6673,6674,2580,0.0000,0.1422,0.2707,0.6121,0,train
6674,6675,2580,0.0000,0.6703,0.3078,0.7141,0,train
6675,6676,2580,0.8789,0.9992,0.4070,0.6820,0,train
6676,6677,2581,0.4859,0.6484,0.2840,0.5051,0,train
6677,6678,2581,0.1258,0.2602,0.2289,0.3633,0,train
6678,6679,2581,0.2973,0.3871,0.3410,0.4043,0,train
6679,6680,2581,0.4000,0.5875,0.4734,0.6609,0,train
6680,6681,2581,0.4402,0.4723,0.4062,0.4406,0,train
6681,6682,2581,0.6930,0.8898,0.5652,0.8473,0,train
6682,6683,2582,0.0000,0.2484,0.0000,0.5437,0,train
6683,6684,2582,0.2258,0.8117,0.3281,0.9984,0,train
6684,6685,2582,0.2391,0.7750,0.0000,0.5594,0,train
6685,6686,2582,0.7648,0.9992,0.0004,0.3090,0,train
6686,6687,2583,0.1285,0.9996,0.0191,0.9980,0,train
6687,6688,2584,0.0711,0.9242,0.0594,0.9422,0,train
6688,6689,2584,0.0711,0.9242,0.0594,0.9422,0,train
6689,6690,2584,0.0004,0.0949,0.5617,0.7977,0,train
6690,6691,2584,0.0715,0.2441,0.3766,0.8625,0,train
6691,6692,2585,0.1285,0.9355,0.5141,0.8906,0,train
6692,6693,2585,0.1285,0.9355,0.5141,0.8906,0,train
6693,6694,2586,0.2836,0.6414,0.1562,0.3344,0,train
6694,6695,2587,0.0035,0.4684,0.2113,0.9480,0,train
6695,6696,2587,0.4527,0.6129,0.5914,0.8586,0,train
6696,6697,2587,0.5402,0.6926,0.6098,0.7637,0,train
6697,6698,2587,0.6738,0.8449,0.6172,0.8297,0,train
6698,6699,2587,0.9187,1.0000,0.5688,0.8594,0,train
6699,6700,2588,0.3164,0.9398,0.0000,0.8063,0,train
6700,6701,2589,0.0555,0.9992,0.0465,0.7035,0,train
6701,6702,2590,0.1805,0.9055,0.4223,0.9387,0,train
6702,6703,2591,0.1945,0.9633,0.0344,0.9875,0,train
6703,6704,2591,0.1945,0.9633,0.0344,0.9875,0,train
6704,6705,2591,0.0000,0.2375,0.4496,0.9535,0,train
6705,6706,2591,0.8676,0.9996,0.0000,0.7672,0,train
6706,6707,2592,0.4145,0.8324,0.3504,0.4824,0,train
6707,6708,2592,0.7781,0.9891,0.3539,0.4930,0,train
6708,6709,2593,0.0000,0.4594,0.0000,0.9969,0,train
6709,6710,2593,0.3020,0.7543,0.1977,0.8242,0,train
6710,6711,2593,0.7449,0.8004,0.6535,0.7418,0,train
6711,6712,2594,0.0008,0.3789,0.7234,0.9828,0,train
6712,6713,2594,0.0391,0.9109,0.1766,0.9672,0,train
6713,6714,2595,0.0094,0.0922,0.5977,0.6961,0,train
6714,6715,2595,0.0563,0.2281,0.4645,0.6887,0,train
6715,6716,2595,0.1094,0.2703,0.6844,0.8031,0,train
6716,6717,2595,0.2523,0.4992,0.4211,0.6570,0,train
6717,6718,2595,0.3465,0.5566,0.6668,0.8004,0,train
6718,6719,2595,0.4293,0.5707,0.4824,0.6598,0,train
6719,6720,2595,0.5352,0.7711,0.5000,0.7125,0,train
6720,6721,2595,0.5617,0.7602,0.6637,0.7863,0,train
6721,6722,2595,0.7602,0.8898,0.5227,0.6648,0,train
6722,6723,2595,0.8363,0.9965,0.5344,0.6750,0,train
6723,6724,2595,0.8496,0.9816,0.5000,0.5422,0,train
6724,6725,2596,0.1734,0.6203,0.3500,0.7922,0,train
6725,6726,2597,0.4500,0.7812,0.3305,0.6117,0,train
6726,6727,2597,0.7586,0.9086,0.4488,0.5855,0,train
6727,6728,2597,0.8621,0.9520,0.4566,0.5684,0,train
6728,6729,2597,0.9461,0.9992,0.4199,0.6754,0,train
6729,6730,2598,0.2656,0.4062,0.5160,0.6074,0,train
6730,6731,2598,0.3984,0.6109,0.5266,0.6234,0,train
6731,6732,2599,0.1109,0.9141,0.0000,0.8547,0,train
6732,6733,2599,0.1109,0.9141,0.0000,0.8547,0,train
6733,6734,2599,0.0953,0.3125,0.0000,0.7406,0,train
6734,6735,2599,0.3324,0.5988,0.0387,0.7770,0,train
6735,6736,2599,0.5992,0.8867,0.1066,0.7777,0,train
6736,6737,2600,0.2801,0.7855,0.2211,0.4164,0,train
6737,6738,2601,0.0531,0.7844,0.2961,0.6008,0,train
6738,6739,2601,0.7984,0.9391,0.4063,0.6703,0,train
6739,6740,2602,0.4305,0.6070,0.8187,0.9875,0,train
6740,6741,2602,0.5090,0.9785,0.2641,0.7047,0,train
6741,6742,2602,0.9289,0.9992,0.8168,0.9738,0,train
6742,6743,2602,0.9605,0.9988,0.3102,0.6258,0,train
6743,6744,2603,0.0000,0.9984,0.0469,0.8625,0,train
6744,6745,2604,0.1312,0.3906,0.5039,0.8336,0,train
6745,6746,2605,0.5086,0.9789,0.2234,0.7375,0,train
6746,6747,2605,0.0004,0.4465,0.0000,0.6875,0,train
6747,6748,2605,0.4676,0.5137,0.5578,0.6906,0,train
6748,6749,2605,0.5141,0.6766,0.4574,0.6707,0,train
6749,6750,2606,0.0000,0.2844,0.0926,0.8246,0,train
6750,6751,2606,0.2645,0.3574,0.5250,0.6828,0,train
6751,6752,2606,0.2770,0.3668,0.4230,0.5316,0,train
6752,6753,2606,0.3406,0.6469,0.2914,0.7555,0,train
6753,6754,2606,0.6402,0.9098,0.4703,0.7531,0,train
6754,6755,2607,0.0199,0.2113,0.0000,0.6094,0,train
6755,6756,2608,0.0438,0.9953,0.0266,0.9563,0,train
6756,6757,2608,0.0438,0.9953,0.0266,0.9563,0,train
6757,6758,2609,0.0000,0.9984,0.0016,0.8797,0,train
6758,6759,2610,0.0078,0.3594,0.4582,0.6574,0,train
6759,6760,2610,0.3785,0.9887,0.3707,0.6387,0,train
6760,6761,2611,0.8012,0.9926,0.2984,0.5734,0,train
6761,6762,2612,0.2105,0.8551,0.0660,0.5387,0,train
6762,6763,2613,0.0965,0.9457,0.0398,0.9602,0,train
6763,6764,2613,0.8195,0.9992,0.4156,0.8156,0,train
6764,6765,2614,0.1223,0.9277,0.0000,0.8500,0,train
6765,6766,2615,0.0781,0.8922,0.0094,0.9359,0,train
6766,6767,2616,0.0004,0.2012,0.5035,0.9996,0,train
6767,6768,2617,0.0145,0.5965,0.0000,0.6719,0,train
6768,6769,2618,0.2742,0.8773,0.0805,0.8898,0,train
6769,6770,2619,0.0977,0.9992,0.0613,0.8012,0,train
6770,6771,2620,0.0250,0.7750,0.3359,0.7141,0,train
6771,6772,2620,0.7547,0.9984,0.4605,0.7035,0,train
6772,6773,2621,0.2277,0.8254,0.1148,0.7930,0,train
6773,6774,2621,0.0000,0.2562,0.2406,0.7188,0,train
6774,6775,2621,0.7586,0.9727,0.1160,0.7449,0,train
6775,6776,2622,0.5703,0.9984,0.5809,0.8910,0,train
6776,6777,2623,0.2102,0.9992,0.0004,0.8730,0,train
6777,6778,2624,0.4371,0.8504,0.3262,0.8473,0,train
6778,6779,2624,0.1105,0.5160,0.1570,0.8492,0,train
6779,6780,2624,0.6801,0.8527,0.1508,0.4633,0,train
6780,6781,2625,0.0000,0.1031,0.7680,0.8789,0,train
6781,6782,2625,0.1457,0.7355,0.4586,0.8945,0,train
6782,6783,2625,0.8230,0.8691,0.7637,0.8395,0,train
6783,6784,2625,0.8348,0.8902,0.7762,0.8895,0,train
6784,6785,2625,0.8520,0.9996,0.6359,0.9344,0,train
6785,6786,2626,0.0688,0.9812,0.0000,0.9734,0,train
6786,6787,2626,0.0000,0.2313,0.0875,0.3375,0,train
6787,6788,2626,0.0195,0.1523,0.0090,0.0598,0,train
6788,6789,2626,0.0961,0.1727,0.0027,0.0285,0,train
6789,6790,2627,0.0180,0.9727,0.3902,0.7160,0,train
6790,6791,2628,0.1062,0.9031,0.2391,0.6438,0,train
6791,6792,2629,0.0000,0.1422,0.2559,0.4832,0,train
6792,6793,2629,0.1078,0.4437,0.3242,0.6555,0,train
6793,6794,2629,0.4414,0.5867,0.3699,0.6348,0,train
6794,6795,2629,0.4410,0.5965,0.3566,0.6012,0,train
6795,6796,2629,0.6445,0.7570,0.4387,0.5598,0,train
6796,6797,2629,0.7375,0.9984,0.0000,0.7047,0,train
6797,6798,2630,0.0465,0.1238,0.5316,0.6371,0,train
6798,6799,2630,0.1023,0.4305,0.3168,0.6973,0,train
6799,6800,2630,0.1242,0.1742,0.5242,0.6195,0,train
6800,6801,2630,0.2383,0.9992,0.0000,0.8047,0,train
6801,6802,2631,0.3820,0.9883,0.3035,0.6277,0,train
6802,6803,2631,0.0000,0.0781,0.4867,0.6477,0,train
6803,6804,2631,0.0914,0.4539,0.4227,0.6383,0,train
6804,6805,2632,0.0000,0.9594,0.5188,0.9266,0,train
6805,6806,2633,0.0000,0.9984,0.0000,0.9984,0,train
6806,6807,2634,0.0000,0.7281,0.2098,0.6621,0,train
6807,6808,2635,0.0602,0.8102,0.0746,0.7332,0,train
6808,6809,2635,0.0141,0.0922,0.3750,0.5672,0,train
6809,6810,2635,0.7820,0.9258,0.4926,0.5793,0,train
6810,6811,2636,0.3156,0.6469,0.3406,0.7828,0,train
6811,6812,2637,0.0977,0.9398,0.1859,0.6547,0,train
6812,6813,2638,0.0000,0.6391,0.0891,0.9984,0,train
6813,6814,2638,0.8574,0.9988,0.1305,0.6695,0,train
6814,6815,2639,0.0523,0.1711,0.3062,0.3937,0,train
